county_type,state,county,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,county_state
Metropolitan,louisiana,lafayette,336,4,19,41,272,1504,418,1021,65,21,lafayette_louisiana
Metropolitan,louisiana,lafourche,77,1,0,18,58,1975,755,1140,80,2,lafourche_louisiana
Metropolitan,louisiana,livingston,270,2,22,24,222,2677,796,1784,97,1,livingston_louisiana
Nonmetropolitan,louisiana,madison,25,0,0,1,24,129,20,99,10,0,madison_louisiana
Nonmetropolitan,louisiana,morehouse,29,0,0,6,23,253,42,210,1,0,morehouse_louisiana
Nonmetropolitan,louisiana,natchitoches,118,1,3,4,110,596,185,376,35,0,natchitoches_louisiana
Metropolitan,louisiana,ouachita,134,2,8,23,101,2727,950,1689,88,4,ouachita_louisiana
Metropolitan,louisiana,plaquemines,41,0,1,1,39,387,100,278,9,8,plaquemines_louisiana
Metropolitan,louisiana,pointe coupee,122,1,3,8,110,432,106,305,21,0,pointe coupee_louisiana
Metropolitan,louisiana,rapides,300,3,32,14,251,2007,613,1205,189,9,rapides_louisiana
Metropolitan,louisiana,st. bernard,75,0,10,14,51,977,220,703,54,-1,st. bernard_louisiana
Metropolitan,louisiana,st. charles,193,3,4,30,156,1595,449,1062,84,21,st. charles_louisiana
Metropolitan,louisiana,st. helena,58,0,1,3,54,285,119,136,30,0,st. helena_louisiana
Nonmetropolitan,louisiana,st. james,110,0,4,1,105,444,91,323,30,1,st. james_louisiana
Metropolitan,louisiana,st. john the baptist,113,6,3,42,62,1266,329,867,70,-1,st. john the baptist_louisiana
Metropolitan,louisiana,st. martin,125,1,7,10,107,783,139,637,7,-1,st. martin_louisiana
Nonmetropolitan,louisiana,st. mary,165,2,15,14,134,963,226,697,40,-1,st. mary_louisiana
Metropolitan,louisiana,st. tammany,270,5,18,20,227,2527,592,1791,144,9,st. tammany_louisiana
Nonmetropolitan,louisiana,tangipahoa,797,13,48,46,690,4222,1635,2387,200,0,tangipahoa_louisiana
Nonmetropolitan,louisiana,tensas,8,1,0,1,6,34,17,16,1,2,tensas_louisiana
Metropolitan,louisiana,terrebonne,295,3,27,45,220,2783,575,2043,165,15,terrebonne_louisiana
Nonmetropolitan,louisiana,vermilion,77,0,10,8,59,722,216,479,27,0,vermilion_louisiana
Nonmetropolitan,louisiana,vernon,116,3,10,2,101,715,27,640,48,-1,vernon_louisiana
Nonmetropolitan,louisiana,washington,139,2,13,15,109,954,330,587,37,0,washington_louisiana
Metropolitan,louisiana,west baton rouge,50,0,2,8,40,536,65,441,30,0,west baton rouge_louisiana
Nonmetropolitan,louisiana,west carroll,109,0,0,2,107,381,71,279,31,1,west carroll_louisiana
Metropolitan,louisiana,west feliciana,26,0,2,0,24,162,32,120,10,1,west feliciana_louisiana
Nonmetropolitan,louisiana,winn,24,1,1,1,21,177,34,139,4,0,winn_louisiana
Metropolitan,maine,androscoggin,20,0,9,3,8,240,97,139,4,1,androscoggin_maine
Nonmetropolitan,maine,aroostook,0,0,0,0,0,81,18,60,3,0,aroostook_maine
Metropolitan,maine,cumberland,28,0,4,3,21,906,392,468,46,5,cumberland_maine
Nonmetropolitan,maine,franklin,2,0,0,0,2,96,36,54,6,0,franklin_maine
Nonmetropolitan,maine,hancock,1,0,0,0,1,189,30,157,2,0,hancock_maine
Nonmetropolitan,maine,kennebec,10,0,4,2,4,460,174,256,30,2,kennebec_maine
Nonmetropolitan,maine,knox,9,0,1,3,5,194,54,124,16,0,knox_maine
Nonmetropolitan,maine,lincoln,26,0,21,0,5,291,100,178,13,1,lincoln_maine
Nonmetropolitan,maine,oxford,23,0,8,0,15,313,90,196,27,1,oxford_maine
Metropolitan,maine,penobscot,8,0,2,5,1,743,265,432,46,0,penobscot_maine
Nonmetropolitan,maine,piscataquis,6,0,3,0,3,149,78,71,0,0,piscataquis_maine
Metropolitan,maine,sagadahoc,2,0,0,0,2,207,81,110,16,0,sagadahoc_maine
Nonmetropolitan,maine,somerset,11,0,5,1,5,419,159,238,22,2,somerset_maine
Nonmetropolitan,maine,waldo,6,0,0,1,5,247,94,144,9,0,waldo_maine
Nonmetropolitan,maine,washington,25,0,3,0,22,187,62,116,9,0,washington_maine
Metropolitan,maine,york,38,0,5,0,33,471,190,246,35,1,york_maine
Metropolitan,maryland,allegany,27,0,2,4,21,200,48,151,1,0,allegany_maryland
Metropolitan,maryland,anne arundel,2486,13,83,526,1864,13399,2073,10569,757,59,anne arundel_maryland
Metropolitan,maryland,baltimore,4250,30,142,1451,2627,23800,4269,17840,1691,235,baltimore_maryland
Metropolitan,maryland,calvert,121,0,8,30,83,1746,445,1246,55,0,calvert_maryland
Nonmetropolitan,maryland,caroline,17,1,0,6,10,453,183,255,15,0,caroline_maryland
Metropolitan,maryland,carroll,73,0,26,7,40,619,160,439,20,0,carroll_maryland
Metropolitan,maryland,cecil,137,2,8,38,89,981,348,574,59,0,cecil_maryland
Metropolitan,maryland,charles,539,3,26,170,340,3428,732,2431,265,0,charles_maryland
Nonmetropolitan,maryland,dorchester,29,1,1,3,24,319,85,221,13,1,dorchester_maryland
Metropolitan,maryland,frederick,218,1,9,18,190,1573,318,1181,74,20,frederick_maryland
Nonmetropolitan,maryland,garrett,43,2,2,0,39,314,104,200,10,0,garrett_maryland
Metropolitan,maryland,harford,399,4,29,86,280,2271,556,1577,138,3,harford_maryland
Metropolitan,maryland,howard,597,4,31,211,351,6557,1109,5082,366,57,howard_maryland
Nonmetropolitan,maryland,kent,15,0,0,1,14,153,73,71,9,1,kent_maryland
Metropolitan,maryland,montgomery  ,1618,15,112,840,651,17752,3061,13505,1186,200,montgomery  _maryland
Metropolitan,maryland,prince george's,4129,80,152,2048,1849,25456,5499,14977,4980,214,prince george's_maryland
Metropolitan,maryland,somerset,4,0,0,0,4,52,15,37,0,0,somerset_maryland
Nonmetropolitan,maryland,st. mary's,228,0,17,55,156,2403,649,1636,118,3,st. mary's_maryland
Nonmetropolitan,maryland,talbot,12,0,2,1,9,208,68,131,9,0,talbot_maryland
Metropolitan,maryland,washington,182,1,7,18,156,1406,415,930,61,0,washington_maryland
Metropolitan,maryland,wicomico,97,0,1,13,83,863,300,536,27,9,wicomico_maryland
Nonmetropolitan,maryland,worcester,64,1,2,3,58,256,68,185,3,1,worcester_maryland
Nonmetropolitan,michigan,alcona,9,0,1,0,8,176,55,119,2,1,alcona_michigan
Nonmetropolitan,michigan,allegany,108,1,28,3,76,850,239,560,51,9,allegany_michigan
Nonmetropolitan,michigan,alpena,4,0,2,0,2,71,10,61,0,0,alpena_michigan
Nonmetropolitan,michigan,antrim,18,0,4,3,11,301,91,205,5,0,antrim_michigan
Nonmetropolitan,michigan,arenac,19,0,5,1,13,104,55,42,7,2,arenac_michigan
Nonmetropolitan,michigan,baraga,0,0,0,0,0,25,7,17,1,0,baraga_michigan
Metropolitan,michigan,barry,40,1,13,1,25,397,128,249,20,6,barry_michigan
Metropolitan,michigan,bay,46,0,13,5,28,680,165,496,19,0,bay_michigan
Metropolitan,michigan,berrien,116,0,19,13,84,668,192,449,27,6,berrien_michigan
Nonmetropolitan,michigan,branch,6,0,1,1,4,174,23,147,4,1,branch_michigan
Metropolitan,michigan,calhoun,73,0,3,7,63,567,195,344,28,6,calhoun_michigan
Metropolitan,michigan,cass,27,1,11,1,14,503,153,337,13,4,cass_michigan
Nonmetropolitan,michigan,charlevoix,25,1,12,0,12,147,38,108,1,1,charlevoix_michigan
Nonmetropolitan,michigan,cheboygan,8,1,2,0,5,100,33,65,2,2,cheboygan_michigan
Nonmetropolitan,michigan,chippewa,5,0,1,0,4,120,45,68,7,0,chippewa_michigan
Nonmetropolitan,michigan,clare,33,1,9,3,20,367,202,162,3,1,clare_michigan
Metropolitan,michigan,clinton,17,3,3,4,7,208,90,104,14,0,clinton_michigan
Nonmetropolitan,michigan,crawford,27,1,4,0,22,200,84,109,7,1,crawford_michigan
Nonmetropolitan,michigan,delta,3,0,0,0,3,63,12,45,6,0,delta_michigan
Metropolitan,michigan,eaton,84,3,21,19,41,1310,305,945,60,4,eaton_michigan
Nonmetropolitan,michigan,emmet,10,0,2,1,7,230,42,184,4,0,emmet_michigan
Metropolitan,michigan,genesee,30,0,12,6,12,562,152,399,11,0,genesee_michigan
Nonmetropolitan,michigan,gladwin,18,0,2,0,16,135,53,79,3,3,gladwin_michigan
Nonmetropolitan,michigan,grand traverse,92,0,26,3,63,739,128,594,17,4,grand traverse_michigan
Nonmetropolitan,michigan,gratiot,9,0,3,1,5,182,46,127,9,0,gratiot_michigan
Nonmetropolitan,michigan,hillsdale,25,0,2,1,22,196,60,130,6,1,hillsdale_michigan
Nonmetropolitan,michigan,houghton,5,0,1,1,3,101,24,75,2,0,houghton_michigan
Nonmetropolitan,michigan,huron,13,1,3,0,9,141,54,85,2,0,huron_michigan
Metropolitan,michigan,ingham,94,1,14,11,68,713,229,451,33,4,ingham_michigan
Metropolitan,michigan,ionia,31,1,11,1,18,325,122,187,16,3,ionia_michigan
Nonmetropolitan,michigan,iosco,1,0,0,0,1,13,9,3,1,0,iosco_michigan
Nonmetropolitan,michigan,iron,4,1,2,0,1,42,16,25,1,1,iron_michigan
Nonmetropolitan,michigan,isabella,31,2,11,2,16,398,129,251,18,0,isabella_michigan
Metropolitan,michigan,jackson,134,2,9,4,119,625,190,403,32,4,jackson_michigan
Metropolitan,michigan,kalamazoo,128,1,26,13,88,1589,401,1120,68,11,kalamazoo_michigan
Nonmetropolitan,michigan,kalkaska,9,0,5,1,3,261,75,169,17,1,kalkaska_michigan
Nonmetropolitan,michigan,lake,23,1,5,2,15,269,147,114,8,0,lake_michigan
Metropolitan,michigan,lapeer,46,1,6,0,39,466,140,310,16,0,lapeer_michigan
Nonmetropolitan,michigan,lenawee,52,0,22,1,29,369,120,230,19,2,lenawee_michigan
Metropolitan,michigan,livingston,43,0,9,7,27,703,156,520,27,3,livingston_michigan
Nonmetropolitan,michigan,luce,6,0,3,0,3,90,34,54,2,0,luce_michigan
Nonmetropolitan,michigan,mackinac,3,0,0,0,3,61,16,43,2,0,mackinac_michigan
Metropolitan,michigan,macomb,305,1,33,48,223,2325,522,1672,131,16,macomb_michigan
Nonmetropolitan,michigan,marquette,5,0,2,0,3,184,16,165,3,1,marquette_michigan
Nonmetropolitan,michigan,mecosta,192,0,15,2,175,481,114,351,16,1,mecosta_michigan
Metropolitan,michigan,monroe,188,2,40,30,116,2303,706,1470,127,31,monroe_michigan
Nonmetropolitan,michigan,montcalm,57,0,12,1,44,530,171,322,37,2,montcalm_michigan
Nonmetropolitan,michigan,montmorency,2,0,1,0,1,54,37,14,3,0,montmorency_michigan
Metropolitan,michigan,muskegon,34,0,7,2,25,768,122,628,18,3,muskegon_michigan
Metropolitan,michigan,oakland,673,10,64,127,472,4622,1382,3005,235,81,oakland_michigan
Nonmetropolitan,michigan,oceana,21,0,7,1,13,287,94,181,12,0,oceana_michigan
Nonmetropolitan,michigan,ogemaw,19,0,1,2,16,288,131,151,6,0,ogemaw_michigan
Nonmetropolitan,michigan,ontonagon,3,0,1,0,2,23,11,11,1,0,ontonagon_michigan
Nonmetropolitan,michigan,osceola,25,0,3,0,22,267,83,177,7,2,osceola_michigan
Nonmetropolitan,michigan,oscoda,21,0,2,2,17,256,96,153,7,1,oscoda_michigan
Nonmetropolitan,michigan,otsego,3,0,1,0,2,33,10,22,1,0,otsego_michigan
Metropolitan,michigan,ottawa,263,2,86,16,159,3332,697,2542,93,24,ottawa_michigan
Nonmetropolitan,michigan,presque isle,7,0,2,0,5,41,18,22,1,0,presque isle_michigan
Nonmetropolitan,michigan,roscommon,14,0,6,2,6,155,40,104,11,2,roscommon_michigan
Metropolitan,michigan,saginaw,78,1,9,9,59,563,182,349,32,4,saginaw_michigan
Nonmetropolitan,michigan,sanilac,29,0,4,0,25,175,84,83,8,2,sanilac_michigan
Nonmetropolitan,michigan,shiawassee,46,0,17,4,25,500,197,289,14,0,shiawassee_michigan
Metropolitan,michigan,st. clair,137,1,17,16,103,1647,497,1056,94,22,st. clair_michigan
Nonmetropolitan,michigan,st. joseph,25,0,5,0,20,306,105,188,13,2,st. joseph_michigan
Nonmetropolitan,michigan,tuscola,39,1,6,0,32,332,121,200,11,3,tuscola_michigan
Metropolitan,michigan,van buren,106,2,30,5,69,603,209,361,33,6,van buren_michigan
Metropolitan,michigan,washtenaw,430,5,83,73,269,2147,812,1154,181,18,washtenaw_michigan
Metropolitan,michigan,wayne,10,0,0,0,10,16,1,14,1,0,wayne_michigan
Nonmetropolitan,michigan,wexford,26,0,9,1,16,396,78,310,8,2,wexford_michigan
Nonmetropolitan,minnesota,aitkin,-1,0,-1,0,16,409,141,237,31,4,aitkin_minnesota
Metropolitan,minnesota,anoka,-1,1,-1,2,47,1675,302,1297,76,5,anoka_minnesota
Nonmetropolitan,minnesota,becker,-1,0,-1,1,10,117,38,65,14,3,becker_minnesota
Nonmetropolitan,minnesota,beltrami,-1,0,-1,1,36,430,138,271,21,3,beltrami_minnesota
Metropolitan,minnesota,benton,-1,0,-1,0,12,265,51,194,20,3,benton_minnesota
Nonmetropolitan,minnesota,big stone,-1,0,-1,0,5,44,19,25,0,0,big stone_minnesota
Metropolitan,minnesota,blue earth,-1,0,-1,0,7,177,59,102,16,1,blue earth_minnesota
Nonmetropolitan,minnesota,brown,-1,0,-1,0,2,0,0,0,0,0,brown_minnesota
Metropolitan,minnesota,carlton,-1,2,-1,1,5,323,111,196,16,2,carlton_minnesota
Metropolitan,minnesota,carver,-1,0,-1,3,25,736,130,592,14,5,carver_minnesota
Nonmetropolitan,minnesota,cass,-1,2,-1,0,18,849,232,556,61,0,cass_minnesota
Nonmetropolitan,minnesota,chippewa,-1,0,-1,0,8,42,5,36,1,0,chippewa_minnesota
Metropolitan,minnesota,chisago,-1,0,-1,2,10,442,76,345,21,1,chisago_minnesota
Metropolitan,minnesota,clay,-1,0,-1,0,3,72,18,51,3,4,clay_minnesota
Nonmetropolitan,minnesota,clearwater,-1,0,-1,1,10,192,62,123,7,1,clearwater_minnesota
Nonmetropolitan,minnesota,cook,-1,0,-1,0,5,162,25,135,2,0,cook_minnesota
Nonmetropolitan,minnesota,cottonwood,-1,0,-1,0,1,40,11,26,3,1,cottonwood_minnesota
Nonmetropolitan,minnesota,crow wing,-1,1,-1,1,14,448,119,305,24,1,crow wing_minnesota
Metropolitan,minnesota,dakota,-1,0,-1,1,38,146,45,95,6,3,dakota_minnesota
Metropolitan,minnesota,dodge,-1,0,-1,0,33,252,43,202,7,0,dodge_minnesota
Nonmetropolitan,minnesota,douglas,-1,0,-1,1,20,216,71,131,14,0,douglas_minnesota
Nonmetropolitan,minnesota,faribault,-1,0,-1,0,3,53,22,26,5,1,faribault_minnesota
Nonmetropolitan,minnesota,freeborn,-1,0,-1,0,4,123,32,77,14,0,freeborn_minnesota
Nonmetropolitan,minnesota,goodhue,-1,0,-1,0,7,203,58,119,26,0,goodhue_minnesota
Nonmetropolitan,minnesota,grant,-1,0,-1,0,0,94,23,71,0,1,grant_minnesota
Metropolitan,minnesota,hennepin,-1,0,-1,2,14,141,23,114,4,1,hennepin_minnesota
Metropolitan,minnesota,houston,-1,0,-1,0,4,64,23,38,3,0,houston_minnesota
Nonmetropolitan,minnesota,hubbard,-1,0,-1,0,6,249,93,146,10,0,hubbard_minnesota
Metropolitan,minnesota,isanti,-1,0,-1,0,10,400,116,249,35,7,isanti_minnesota
Nonmetropolitan,minnesota,itasca,-1,0,-1,1,26,457,100,340,17,1,itasca_minnesota
Nonmetropolitan,minnesota,jackson,-1,0,-1,2,3,53,2,47,4,0,jackson_minnesota
Nonmetropolitan,minnesota,kanabec,-1,0,-1,1,30,441,149,262,30,0,kanabec_minnesota
Nonmetropolitan,minnesota,kandiyohi,-1,1,-1,0,12,207,32,153,22,1,kandiyohi_minnesota
Nonmetropolitan,minnesota,kittson,-1,0,-1,0,0,38,8,28,2,0,kittson_minnesota
Nonmetropolitan,minnesota,lac qui parle,-1,0,-1,0,2,41,7,33,1,0,lac qui parle_minnesota
Nonmetropolitan,minnesota,lake,-1,0,-1,0,3,28,10,16,2,0,lake_minnesota
Nonmetropolitan,minnesota,lake of the woods,-1,0,-1,0,3,5,0,5,0,0,lake of the woods_minnesota
Nonmetropolitan,minnesota,le sueur,-1,0,-1,0,1,116,39,69,8,1,le sueur_minnesota
Nonmetropolitan,minnesota,lincoln,-1,0,-1,0,10,10,4,6,0,0,lincoln_minnesota
Nonmetropolitan,minnesota,lyon,-1,0,-1,0,4,20,7,12,1,0,lyon_minnesota
Nonmetropolitan,minnesota,mahnomen,-1,0,-1,0,19,122,31,88,3,0,mahnomen_minnesota
Nonmetropolitan,minnesota,marshall,-1,0,-1,0,2,109,9,95,5,1,marshall_minnesota
Nonmetropolitan,minnesota,martin,-1,1,-1,0,1,25,9,15,1,0,martin_minnesota
Nonmetropolitan,minnesota,mcleod,-1,0,-1,0,3,94,36,51,7,1,mcleod_minnesota
Nonmetropolitan,minnesota,meeker,-1,0,-1,0,6,243,74,157,12,2,meeker_minnesota
Nonmetropolitan,minnesota,mille lacs,-1,0,-1,0,17,454,108,301,45,0,mille lacs_minnesota
Nonmetropolitan,minnesota,mower,-1,0,-1,1,9,169,54,93,22,0,mower_minnesota
Nonmetropolitan,minnesota,murray,-1,0,-1,0,0,47,18,27,2,0,murray_minnesota
Metropolitan,minnesota,nicollet,-1,0,-1,0,5,110,49,55,6,2,nicollet_minnesota
Nonmetropolitan,minnesota,nobles,-1,0,-1,1,5,48,18,26,4,0,nobles_minnesota
Metropolitan,minnesota,olmsted,-1,0,-1,2,17,448,151,261,36,1,olmsted_minnesota
Nonmetropolitan,minnesota,otter tail,-1,2,-1,4,17,401,147,240,14,0,otter tail_minnesota
Nonmetropolitan,minnesota,pennington,-1,0,-1,0,3,53,12,37,4,1,pennington_minnesota
Nonmetropolitan,minnesota,pine,-1,0,-1,2,28,617,157,406,54,7,pine_minnesota
Nonmetropolitan,minnesota,pipestone,-1,0,-1,2,4,65,13,48,4,1,pipestone_minnesota
Metropolitan,minnesota,polk,-1,0,-1,1,15,157,53,99,5,3,polk_minnesota
Nonmetropolitan,minnesota,pope,-1,0,-1,0,3,57,10,37,10,0,pope_minnesota
Metropolitan,minnesota,ramsey,-1,0,-1,1,8,146,19,119,8,1,ramsey_minnesota
Nonmetropolitan,minnesota,red lake,-1,0,-1,0,3,22,11,11,0,0,red lake_minnesota
Nonmetropolitan,minnesota,redwood,-1,0,-1,1,4,60,14,42,4,0,redwood_minnesota
Nonmetropolitan,minnesota,renville,-1,0,-1,0,1,67,15,35,17,0,renville_minnesota
Nonmetropolitan,minnesota,rice,-1,0,-1,0,7,153,43,84,26,0,rice_minnesota
Nonmetropolitan,minnesota,rock,-1,0,-1,1,-1,43,7,36,0,0,rock_minnesota
Nonmetropolitan,minnesota,roseau,-1,0,-1,0,1,29,6,22,1,0,roseau_minnesota
Metropolitan,minnesota,scott,-1,0,-1,0,4,119,40,76,3,0,scott_minnesota
Metropolitan,minnesota,sherburne,-1,0,-1,1,11,516,125,361,30,1,sherburne_minnesota
Nonmetropolitan,minnesota,sibley,-1,0,-1,0,0,5,5,0,0,0,sibley_minnesota
Metropolitan,minnesota,st. louis,-1,0,-1,2,33,708,273,382,53,5,st. louis_minnesota
Metropolitan,minnesota,stearns,-1,0,-1,1,30,439,118,296,25,0,stearns_minnesota
Nonmetropolitan,minnesota,steele,-1,0,-1,1,3,115,36,71,8,8,steele_minnesota
Nonmetropolitan,minnesota,stevens,-1,0,-1,0,0,25,9,14,2,0,stevens_minnesota
Nonmetropolitan,minnesota,swift,-1,0,-1,0,1,36,13,23,0,0,swift_minnesota
Nonmetropolitan,minnesota,todd,-1,1,-1,0,8,263,107,148,8,4,todd_minnesota
Nonmetropolitan,minnesota,traverse,-1,0,-1,0,3,28,4,20,4,0,traverse_minnesota
Metropolitan,minnesota,wabasha,-1,0,-1,0,1,26,3,19,4,0,wabasha_minnesota
Nonmetropolitan,minnesota,wadena,-1,0,-1,0,3,95,42,45,8,3,wadena_minnesota
Nonmetropolitan,minnesota,waseca,-1,0,-1,0,1,91,40,49,2,0,waseca_minnesota
Metropolitan,minnesota,washington,-1,0,-1,3,18,957,179,734,44,2,washington_minnesota
Nonmetropolitan,minnesota,watonwan,-1,0,-1,0,3,38,14,21,3,0,watonwan_minnesota
Nonmetropolitan,minnesota,wilkin,-1,0,-1,0,1,46,11,35,0,0,wilkin_minnesota
Nonmetropolitan,minnesota,winona,-1,0,-1,0,3,104,26,67,11,0,winona_minnesota
Metropolitan,minnesota,wright,-1,0,-1,9,48,1716,167,1490,59,12,wright_minnesota
Nonmetropolitan,minnesota,yellow medicine,-1,0,-1,0,6,38,9,28,1,0,yellow medicine_minnesota
Nonmetropolitan,mississippi,adams,67,2,6,8,51,621,297,318,6,1,adams_mississippi
Nonmetropolitan,mississippi,chickasaw,16,1,1,4,10,41,18,20,3,0,chickasaw_mississippi
Nonmetropolitan,mississippi,choctaw,11,0,0,0,11,90,31,52,7,0,choctaw_mississippi
Nonmetropolitan,mississippi,claiborne,33,1,0,3,29,84,47,36,1,0,claiborne_mississippi
Metropolitan,mississippi,forrest,24,1,3,3,17,477,173,296,8,1,forrest_mississippi
Nonmetropolitan,mississippi,franklin,11,1,1,4,5,54,30,18,6,0,franklin_mississippi
Nonmetropolitan,mississippi,grenada,18,0,0,7,11,100,49,46,5,0,grenada_mississippi
Metropolitan,mississippi,harrison,34,0,6,12,16,1164,371,686,107,2,harrison_mississippi
Metropolitan,mississippi,hinds,30,2,6,4,18,448,165,206,77,0,hinds_mississippi
Nonmetropolitan,mississippi,itawamba,26,2,4,0,20,271,85,170,16,4,itawamba_mississippi
Metropolitan,mississippi,jackson,140,3,30,15,92,1693,551,1019,123,28,jackson_mississippi
Nonmetropolitan,mississippi,jefferson,18,1,3,0,14,43,11,26,6,1,jefferson_mississippi
Nonmetropolitan,mississippi,jones,79,2,25,4,48,1000,373,627,0,0,jones_mississippi
Nonmetropolitan,mississippi,kemper,2,0,0,0,2,49,27,18,4,5,kemper_mississippi
Metropolitan,mississippi,lamar,30,4,8,14,4,671,382,277,12,1,lamar_mississippi
Nonmetropolitan,mississippi,lauderdale,35,0,8,4,23,650,342,271,37,2,lauderdale_mississippi
Nonmetropolitan,mississippi,lee,47,0,5,5,37,800,297,462,41,12,lee_mississippi
Nonmetropolitan,mississippi,leflore,70,1,6,7,56,430,174,236,20,2,leflore_mississippi
Nonmetropolitan,mississippi,lincoln,32,0,2,0,30,325,105,199,21,9,lincoln_mississippi
Nonmetropolitan,mississippi,lowndes,53,3,5,12,33,608,309,277,22,0,lowndes_mississippi
Metropolitan,mississippi,madison,31,1,3,5,22,527,134,344,49,0,madison_mississippi
Nonmetropolitan,mississippi,marion,32,0,9,9,14,561,242,291,28,5,marion_mississippi
Nonmetropolitan,mississippi,oktibbeha,42,0,2,5,35,227,105,113,9,6,oktibbeha_mississippi
Nonmetropolitan,mississippi,panola,70,2,1,9,58,560,282,262,16,1,panola_mississippi
Nonmetropolitan,mississippi,pike,36,1,1,5,29,368,236,131,1,-1,pike_mississippi
Nonmetropolitan,mississippi,pontotoc,22,0,1,12,9,72,26,44,2,3,pontotoc_mississippi
Metropolitan,mississippi,rankin,40,3,4,6,27,618,148,420,50,1,rankin_mississippi
Nonmetropolitan,mississippi,scott,47,2,2,3,40,376,126,219,31,6,scott_mississippi
Metropolitan,mississippi,simpson,39,0,5,3,31,351,121,194,36,3,simpson_mississippi
Nonmetropolitan,mississippi,tippah,5,0,1,0,4,10,4,6,0,0,tippah_mississippi
Metropolitan,mississippi,tunica,30,0,2,15,13,541,86,409,46,0,tunica_mississippi
Nonmetropolitan,mississippi,union,4,0,0,0,4,234,84,136,14,3,union_mississippi
Nonmetropolitan,mississippi,warren,16,4,5,1,6,408,129,261,18,0,warren_mississippi
Nonmetropolitan,mississippi,washington,41,2,2,8,29,556,123,367,66,0,washington_mississippi
Nonmetropolitan,mississippi,winston,1,0,0,0,1,20,4,15,1,0,winston_mississippi
Nonmetropolitan,missouri,adair,17,0,2,0,15,159,47,107,5,0,adair_missouri
Metropolitan,missouri,andrew,2,0,0,0,2,74,28,45,1,0,andrew_missouri
Nonmetropolitan,missouri,atchison,0,0,0,0,0,11,3,7,1,0,atchison_missouri
Nonmetropolitan,missouri,audrain,5,0,0,1,4,151,60,81,10,0,audrain_missouri
Nonmetropolitan,missouri,barry,79,0,12,3,64,434,169,239,26,6,barry_missouri
Metropolitan,missouri,bates,31,2,2,0,27,201,83,110,8,3,bates_missouri
Nonmetropolitan,missouri,benton,28,0,0,0,28,241,111,109,21,1,benton_missouri
Metropolitan,missouri,bollinger,14,0,2,0,12,105,44,52,9,2,bollinger_missouri
Metropolitan,missouri,boone,90,1,2,13,74,736,179,508,49,9,boone_missouri
Metropolitan,missouri,buchanan,22,0,3,1,18,209,62,139,8,1,buchanan_missouri
Nonmetropolitan,missouri,butler,77,0,5,6,66,660,232,395,33,2,butler_missouri
Metropolitan,missouri,caldwell,17,0,1,1,15,54,32,22,0,0,caldwell_missouri
Metropolitan,missouri,callaway,60,3,6,1,50,784,205,538,41,6,callaway_missouri
Nonmetropolitan,missouri,camden,39,0,0,0,39,452,145,284,23,0,camden_missouri
Metropolitan,missouri,cape girardeau,13,0,1,2,10,276,116,153,7,0,cape girardeau_missouri
Nonmetropolitan,missouri,carroll,4,0,0,1,3,41,11,28,2,0,carroll_missouri
Nonmetropolitan,missouri,carter,5,0,0,0,5,62,29,28,5,0,carter_missouri
Metropolitan,missouri,cass,48,0,2,4,42,465,125,313,27,0,cass_missouri
Nonmetropolitan,missouri,cedar,12,0,3,0,9,143,48,88,7,0,cedar_missouri
Nonmetropolitan,missouri,chariton,21,0,0,0,21,53,23,28,2,0,chariton_missouri
Metropolitan,missouri,christian,66,0,0,2,64,401,174,181,46,6,christian_missouri
Nonmetropolitan,missouri,clark,6,0,0,0,6,28,18,5,5,0,clark_missouri
Metropolitan,missouri,clay,25,3,2,2,18,210,93,92,25,3,clay_missouri
Metropolitan,missouri,clinton,49,0,0,2,47,88,18,62,8,1,clinton_missouri
Metropolitan,missouri,cole,48,1,2,3,42,422,105,289,28,1,cole_missouri
Nonmetropolitan,missouri,cooper,5,0,2,0,3,132,31,90,11,0,cooper_missouri
Nonmetropolitan,missouri,crawford,32,0,3,0,29,185,73,102,10,0,crawford_missouri
Nonmetropolitan,missouri,dade,4,0,0,0,4,47,37,0,10,0,dade_missouri
Metropolitan,missouri,dallas,30,0,3,0,27,209,63,140,6,0,dallas_missouri
Nonmetropolitan,missouri,daviess,5,0,1,0,4,67,25,33,9,2,daviess_missouri
Metropolitan,missouri,de kalb,8,0,1,0,7,63,21,37,5,0,de kalb_missouri
Nonmetropolitan,missouri,dent,17,4,2,1,10,83,41,32,10,1,dent_missouri
Nonmetropolitan,missouri,douglas,30,1,1,0,28,94,39,47,8,2,douglas_missouri
Nonmetropolitan,missouri,dunklin,24,0,0,3,21,232,58,159,15,5,dunklin_missouri
Metropolitan,missouri,franklin,89,1,4,1,83,468,122,294,52,2,franklin_missouri
Nonmetropolitan,missouri,gasconade,19,0,0,1,18,126,48,70,8,2,gasconade_missouri
Nonmetropolitan,missouri,gentry,0,0,0,0,0,23,8,15,0,0,gentry_missouri
Metropolitan,missouri,greene,96,3,9,10,74,1716,573,1037,106,49,greene_missouri
Nonmetropolitan,missouri,grundy,5,0,1,0,4,57,26,27,4,0,grundy_missouri
Nonmetropolitan,missouri,harrison,8,1,0,2,5,55,9,40,6,3,harrison_missouri
Nonmetropolitan,missouri,henry,43,1,2,0,40,354,115,220,19,7,henry_missouri
